Entry	Entry name	Gene names	Organism	Length
Q4C914	Q4C914_CROWT	CwatDRAFT_5274	Crocosphaera watsonii WH 8501	164
Q4C724	Q4C724_CROWT	CwatDRAFT_5182	Crocosphaera watsonii WH 8501	207
Q4C1Y6	Q4C1Y6_CROWT	CwatDRAFT_3321	Crocosphaera watsonii WH 8501	87
Q4C3P8	Q4C3P8_CROWT	CwatDRAFT_3789	Crocosphaera watsonii WH 8501	70
Q4C8E1	Q4C8E1_CROWT	CwatDRAFT_5418	Crocosphaera watsonii WH 8501	64
Q4BV06	Q4BV06_CROWT	CwatDRAFT_0286	Crocosphaera watsonii WH 8501	112
Q4BYK3	Q4BYK3_CROWT	CwatDRAFT_1669	Crocosphaera watsonii WH 8501	1222
Q4C2B6	Q4C2B6_CROWT	CwatDRAFT_3441	Crocosphaera watsonii WH 8501	323
Q4C658	Q4C658_CROWT	CwatDRAFT_4840	Crocosphaera watsonii WH 8501	644
Q4C2E2	Q4C2E2_CROWT	CwatDRAFT_3511	Crocosphaera watsonii WH 8501	426
Q4C425	Q4C425_CROWT	CwatDRAFT_3731	Crocosphaera watsonii WH 8501	458
Q4BX25	Q4BX25_CROWT	CwatDRAFT_0612	Crocosphaera watsonii WH 8501	149
Q4C7J6	Q4C7J6_CROWT	CwatDRAFT_5682	Crocosphaera watsonii WH 8501	171
Q4C940	Q4C940_CROWT	CwatDRAFT_5960	Crocosphaera watsonii WH 8501	473
Q4C866	Q4C866_CROWT	CwatDRAFT_5798	Crocosphaera watsonii WH 8501	128
Q4C5U9	Q4C5U9_CROWT	CwatDRAFT_4764	Crocosphaera watsonii WH 8501	126
Q4BXR7	Q4BXR7_CROWT	CwatDRAFT_1469	Crocosphaera watsonii WH 8501	387
Q4C487	Q4C487_CROWT	CwatDRAFT_4158	Crocosphaera watsonii WH 8501	349
Q4C341	Q4C341_CROWT	CwatDRAFT_3541	Crocosphaera watsonii WH 8501	114
Q4C826	Q4C826_CROWT	CwatDRAFT_5481	Crocosphaera watsonii WH 8501	98
Q4CAY5	Q4CAY5_CROWT	CwatDRAFT_6045	Crocosphaera watsonii WH 8501	206
Q4C4S0	Q4C4S0_CROWT	CwatDRAFT_4259	Crocosphaera watsonii WH 8501	445
Q4BZ81	Q4BZ81_CROWT	CwatDRAFT_1873	Crocosphaera watsonii WH 8501	219
Q4C2C4	Q4C2C4_CROWT	CwatDRAFT_3449	Crocosphaera watsonii WH 8501	301
Q4C1J3	Q4C1J3_CROWT	CwatDRAFT_3195	Crocosphaera watsonii WH 8501	209
Q4C6D5	Q4C6D5_CROWT	CwatDRAFT_5059	Crocosphaera watsonii WH 8501	379
Q4BXS7	Q4BXS7_CROWT	CwatDRAFT_1307	Crocosphaera watsonii WH 8501	468
Q4CA22	Q4CA22_CROWT	CwatDRAFT_6226	Crocosphaera watsonii WH 8501	584
Q4BZY6	Q4BZY6_CROWT	CwatDRAFT_2340	Crocosphaera watsonii WH 8501	202
Q4C9J0	Q4C9J0_CROWT	CwatDRAFT_6333	Crocosphaera watsonii WH 8501	184
Q4C7K2	Q4C7K2_CROWT	CwatDRAFT_5686	Crocosphaera watsonii WH 8501	373
Q4BYW2	Q4BYW2_CROWT	CwatDRAFT_1172	Crocosphaera watsonii WH 8501	130
Q4C3M4	Q4C3M4_CROWT	CwatDRAFT_3860	Crocosphaera watsonii WH 8501	262
Q4C2N5	Q4C2N5_CROWT	CwatDRAFT_3250	Crocosphaera watsonii WH 8501	84
Q4C6L5	Q4C6L5_CROWT	CwatDRAFT_5005	Crocosphaera watsonii WH 8501	246
Q4C856	Q4C856_CROWT	CwatDRAFT_5463	Crocosphaera watsonii WH 8501	210
Q4C3J0	Q4C3J0_CROWT	CwatDRAFT_3631	Crocosphaera watsonii WH 8501	141
Q4CAU3	Q4CAU3_CROWT	CwatDRAFT_6067	Crocosphaera watsonii WH 8501	277
Q4C383	Q4C383_CROWT	CwatDRAFT_3466	Crocosphaera watsonii WH 8501	248
Q4C6D1	Q4C6D1_CROWT	CwatDRAFT_4658	Crocosphaera watsonii WH 8501	153
Q4C7F4	Q4C7F4_CROWT	CwatDRAFT_5652	Crocosphaera watsonii WH 8501	137
Q4BUB4	Q4BUB4_CROWT	CwatDRAFT_0102	Crocosphaera watsonii WH 8501	119
Q4BXZ4	Q4BXZ4_CROWT	CwatDRAFT_1446	Crocosphaera watsonii WH 8501	78
Q4C9W3	Q4C9W3_CROWT	fcl CwatDRAFT_6265	Crocosphaera watsonii WH 8501	312
Q4C537	Q4C537_CROWT	CwatDRAFT_4417	Crocosphaera watsonii WH 8501	508
Q4BZE7	Q4BZE7_CROWT	CwatDRAFT_2024	Crocosphaera watsonii WH 8501	447
Q4BZB9	Q4BZB9_CROWT	CwatDRAFT_2521	Crocosphaera watsonii WH 8501	284
Q4BZK6	Q4BZK6_CROWT	CwatDRAFT_2237	Crocosphaera watsonii WH 8501	413
Q4BWQ1	Q4BWQ1_CROWT	CwatDRAFT_0903	Crocosphaera watsonii WH 8501	107
Q4CAG8	Q4CAG8_CROWT	CwatDRAFT_6626	Crocosphaera watsonii WH 8501	100
Q4BV49	Q4BV49_CROWT	CwatDRAFT_0148	Crocosphaera watsonii WH 8501	301
Q4BYJ3	Q4BYJ3_CROWT	CwatDRAFT_1705	Crocosphaera watsonii WH 8501	151
Q4CA50	Q4CA50_CROWT	CwatDRAFT_6566	Crocosphaera watsonii WH 8501	379
Q4C0Z5	Q4C0Z5_CROWT	CwatDRAFT_2774	Crocosphaera watsonii WH 8501	327
Q4BZP0	Q4BZP0_CROWT	CwatDRAFT_2161	Crocosphaera watsonii WH 8501	127
Q4C007	Q4C007_CROWT	CwatDRAFT_2308	Crocosphaera watsonii WH 8501	99
Q4C896	Q4C896_CROWT	CwatDRAFT_5818	Crocosphaera watsonii WH 8501	218
Q4BZE9	Q4BZE9_CROWT	CwatDRAFT_2007	Crocosphaera watsonii WH 8501	238
Q4BX69	Q4BX69_CROWT	CwatDRAFT_0981	Crocosphaera watsonii WH 8501	217
Q4C3R5	Q4C3R5_CROWT	CwatDRAFT_3803	Crocosphaera watsonii WH 8501	129
Q4BY79	Q4BY79_CROWT	CwatDRAFT_1767	Crocosphaera watsonii WH 8501	508
Q4C8P3	Q4C8P3_CROWT	CwatDRAFT_5352	Crocosphaera watsonii WH 8501	442
Q4BVU5	Q4BVU5_CROWT	CwatDRAFT_0756	Crocosphaera watsonii WH 8501	85
Q4C7Y8	Q4C7Y8_CROWT	CwatDRAFT_5506	Crocosphaera watsonii WH 8501	463
Q4C661	Q4C661_CROWT	CwatDRAFT_4706	Crocosphaera watsonii WH 8501	226
Q4BZK4	Q4BZK4_CROWT	CwatDRAFT_2235	Crocosphaera watsonii WH 8501	136
Q4CAB6	Q4CAB6_CROWT	CwatDRAFT_6599	Crocosphaera watsonii WH 8501	61
Q4C189	Q4C189_CROWT	CwatDRAFT_3019	Crocosphaera watsonii WH 8501	165
Q4C745	Q4C745_CROWT	CwatDRAFT_5191	Crocosphaera watsonii WH 8501	385
Q4C5F5	Q4C5F5_CROWT	CwatDRAFT_4598	Crocosphaera watsonii WH 8501	126
Q4C594	Q4C594_CROWT	CwatDRAFT_4451	Crocosphaera watsonii WH 8501	219
Q4BWV3	Q4BWV3_CROWT	CwatDRAFT_1039	Crocosphaera watsonii WH 8501	265
Q4CB22	Q4CB22_CROWT	CwatDRAFT_6731	Crocosphaera watsonii WH 8501	112
Q4CAR1	Q4CAR1_CROWT	psaK CwatDRAFT_6088	Crocosphaera watsonii WH 8501	86
Q4BU93	Q4BU93_CROWT	CwatDRAFT_0068	Crocosphaera watsonii WH 8501	193
Q4BZB0	Q4BZB0_CROWT	CwatDRAFT_1948	Crocosphaera watsonii WH 8501	567
Q4BVX8	Q4BVX8_CROWT	CwatDRAFT_0828	Crocosphaera watsonii WH 8501	156
Q4C6A6	Q4C6A6_CROWT	CwatDRAFT_4676	Crocosphaera watsonii WH 8501	242
Q4C4J8	Q4C4J8_CROWT	CwatDRAFT_4122	Crocosphaera watsonii WH 8501	487
Q4BWY6	Q4BWY6_CROWT	CwatDRAFT_1234	Crocosphaera watsonii WH 8501	85
Q4CB41	Q4CB41_CROWT	CwatDRAFT_6009	Crocosphaera watsonii WH 8501	213
Q4BVD1	Q4BVD1_CROWT	CwatDRAFT_0449	Crocosphaera watsonii WH 8501	131
Q4C1R7	Q4C1R7_CROWT	CwatDRAFT_2731	Crocosphaera watsonii WH 8501	322
Q4CAL3	Q4CAL3_CROWT	CwatDRAFT_6650	Crocosphaera watsonii WH 8501	266
Q4C2P1	Q4C2P1_CROWT	CwatDRAFT_3247	Crocosphaera watsonii WH 8501	226
Q4C853	Q4C853_CROWT	CwatDRAFT_5464	Crocosphaera watsonii WH 8501	274
Q4C8H5	Q4C8H5_CROWT	mtnP CwatDRAFT_5857	Crocosphaera watsonii WH 8501	291
Q4BY19	Q4BY19_CROWT	CwatDRAFT_1614	Crocosphaera watsonii WH 8501	111
Q4BUK9	Q4BUK9_CROWT	CwatDRAFT_0484	Crocosphaera watsonii WH 8501	122
Q4C435	Q4C435_CROWT	CwatDRAFT_3726	Crocosphaera watsonii WH 8501	154
Q4C4N3	Q4C4N3_CROWT	CwatDRAFT_4181	Crocosphaera watsonii WH 8501	399
Q4C9M3	Q4C9M3_CROWT	CwatDRAFT_6477	Crocosphaera watsonii WH 8501	406
Q4BZW2	Q4BZW2_CROWT	CwatDRAFT_2558	Crocosphaera watsonii WH 8501	213
Q4BY40	Q4BY40_CROWT	CwatDRAFT_1632	Crocosphaera watsonii WH 8501	501
Q4CAC2	Q4CAC2_CROWT	CwatDRAFT_6602	Crocosphaera watsonii WH 8501	508
Q4C2K6	Q4C2K6_CROWT	CwatDRAFT_3417	Crocosphaera watsonii WH 8501	297
Q4C591	Q4C591_CROWT	CwatDRAFT_4449	Crocosphaera watsonii WH 8501	213
Q4C0X3	Q4C0X3_CROWT	CwatDRAFT_2654	Crocosphaera watsonii WH 8501	393
Q4C3D1	Q4C3D1_CROWT	CwatDRAFT_3666	Crocosphaera watsonii WH 8501	536
Q4C6S9	Q4C6S9_CROWT	CwatDRAFT_5134	Crocosphaera watsonii WH 8501	387
Q4C916	Q4C916_CROWT	CwatDRAFT_5950	Crocosphaera watsonii WH 8501	508
Q4C941	Q4C941_CROWT	CwatDRAFT_5961	Crocosphaera watsonii WH 8501	392
Q4BXG4	Q4BXG4_CROWT	CwatDRAFT_2214	Crocosphaera watsonii WH 8501	90
Q4C7V4	Q4C7V4_CROWT	CwatDRAFT_5737	Crocosphaera watsonii WH 8501	39
Q4C587	Q4C587_CROWT	CwatDRAFT_4315	Crocosphaera watsonii WH 8501	305
Q4C0G0	Q4C0G0_CROWT	CwatDRAFT_2975	Crocosphaera watsonii WH 8501	292
Q4C6C5	Q4C6C5_CROWT	CwatDRAFT_4869	Crocosphaera watsonii WH 8501	127
Q4CAS0	Q4CAS0_CROWT	CwatDRAFT_6682	Crocosphaera watsonii WH 8501	346
Q4C7Q9	Q4C7Q9_CROWT	CwatDRAFT_5721	Crocosphaera watsonii WH 8501	101
Q4C1G4	Q4C1G4_CROWT	CwatDRAFT_3378	Crocosphaera watsonii WH 8501	167
Q4BXR4	Q4BXR4_CROWT	CwatDRAFT_1472	Crocosphaera watsonii WH 8501	322
Q4C5M7	Q4C5M7_CROWT	CwatDRAFT_4630	Crocosphaera watsonii WH 8501	359
Q4C4E3	Q4C4E3_CROWT	CwatDRAFT_4085	Crocosphaera watsonii WH 8501	260
Q4BWA2	Q4BWA2_CROWT	CwatDRAFT_0725	Crocosphaera watsonii WH 8501	255
Q4BUE0	Q4BUE0_CROWT	CwatDRAFT_0187	Crocosphaera watsonii WH 8501	202
Q4C448	Q4C448_CROWT	CwatDRAFT_3763	Crocosphaera watsonii WH 8501	443
Q4C314	Q4C314_CROWT	CwatDRAFT_3581	Crocosphaera watsonii WH 8501	131
Q4C203	Q4C203_CROWT	CwatDRAFT_2850	Crocosphaera watsonii WH 8501	451
Q4BZ08	Q4BZ08_CROWT	CwatDRAFT_1482	Crocosphaera watsonii WH 8501	102
Q4C0D7	Q4C0D7_CROWT	CwatDRAFT_3173	Crocosphaera watsonii WH 8501	289
Q4BYE5	Q4BYE5_CROWT	CwatDRAFT_2155	Crocosphaera watsonii WH 8501	508
Q4BW38	Q4BW38_CROWT	CwatDRAFT_0953	Crocosphaera watsonii WH 8501	160
Q4C8M0	Q4C8M0_CROWT	CwatDRAFT_5881	Crocosphaera watsonii WH 8501	400
Q4BW24	Q4BW24_CROWT	CwatDRAFT_1523	Crocosphaera watsonii WH 8501	385
Q4BUU9	Q4BUU9_CROWT	CwatDRAFT_0438	Crocosphaera watsonii WH 8501	226
Q4C7I4	Q4C7I4_CROWT	CwatDRAFT_5588	Crocosphaera watsonii WH 8501	165
Q4CAT4	Q4CAT4_CROWT	CwatDRAFT_6688	Crocosphaera watsonii WH 8501	527
Q4C5S5	Q4C5S5_CROWT	CwatDRAFT_4465	Crocosphaera watsonii WH 8501	111
Q4BZR3	Q4BZR3_CROWT	CwatDRAFT_2463	Crocosphaera watsonii WH 8501	274
Q4BXV6	Q4BXV6_CROWT	CwatDRAFT_2026	Crocosphaera watsonii WH 8501	90
Q4CA83	Q4CA83_CROWT	CwatDRAFT_6198	Crocosphaera watsonii WH 8501	94
Q4C638	Q4C638_CROWT	CwatDRAFT_4824	Crocosphaera watsonii WH 8501	722
Q4BWW0	Q4BWW0_CROWT	CwatDRAFT_1035	Crocosphaera watsonii WH 8501	192
Q4C2I0	Q4C2I0_CROWT	CwatDRAFT_3358	Crocosphaera watsonii WH 8501	107
Q4BV25	Q4BV25_CROWT	CwatDRAFT_0108	Crocosphaera watsonii WH 8501	45
Q4BYA4	Q4BYA4_CROWT	CwatDRAFT_1554	Crocosphaera watsonii WH 8501	150
Q4C5V4	Q4C5V4_CROWT	CwatDRAFT_4762	Crocosphaera watsonii WH 8501	455
Q4C3G5	Q4C3G5_CROWT	CwatDRAFT_3708	Crocosphaera watsonii WH 8501	282
Q4C4G6	Q4C4G6_CROWT	CwatDRAFT_4104	Crocosphaera watsonii WH 8501	494
Q4BYT1	Q4BYT1_CROWT	CwatDRAFT_1832	Crocosphaera watsonii WH 8501	250
Q4BUW3	Q4BUW3_CROWT	CwatDRAFT_0329	Crocosphaera watsonii WH 8501	322
Q4BX65	Q4BX65_CROWT	CwatDRAFT_0656	Crocosphaera watsonii WH 8501	89
Q4BWQ9	Q4BWQ9_CROWT	CwatDRAFT_0840	Crocosphaera watsonii WH 8501	217
Q4BXW5	Q4BXW5_CROWT	CwatDRAFT_1370	Crocosphaera watsonii WH 8501	31
Q4C3G1	Q4C3G1_CROWT	CwatDRAFT_3680	Crocosphaera watsonii WH 8501	64
Q4C6K7	Q4C6K7_CROWT	CwatDRAFT_5092	Crocosphaera watsonii WH 8501	128
Q4BXW7	Q4BXW7_CROWT	CwatDRAFT_1368	Crocosphaera watsonii WH 8501	201
Q4C762	Q4C762_CROWT	CwatDRAFT_5209	Crocosphaera watsonii WH 8501	245
Q4C9G9	Q4C9G9_CROWT	CwatDRAFT_6344	Crocosphaera watsonii WH 8501	361
Q4BXY2	Q4BXY2_CROWT	CwatDRAFT_1648	Crocosphaera watsonii WH 8501	257
Q4C7A6	Q4C7A6_CROWT	CwatDRAFT_5235	Crocosphaera watsonii WH 8501	138
Q4C742	Q4C742_CROWT	CwatDRAFT_5188	Crocosphaera watsonii WH 8501	323
Q4C5C8	Q4C5C8_CROWT	CwatDRAFT_4561	Crocosphaera watsonii WH 8501	148
Q4C480	Q4C480_CROWT	CwatDRAFT_4154	Crocosphaera watsonii WH 8501	370
Q4BUH6	Q4BUH6_CROWT	CwatDRAFT_0054	Crocosphaera watsonii WH 8501	111
Q4BW12	Q4BW12_CROWT	CwatDRAFT_0565	Crocosphaera watsonii WH 8501	213
Q4C6B6	Q4C6B6_CROWT	CwatDRAFT_4862	Crocosphaera watsonii WH 8501	324
Q4C6P3	Q4C6P3_CROWT	CwatDRAFT_5113	Crocosphaera watsonii WH 8501	173
Q4C7C3	Q4C7C3_CROWT	CwatDRAFT_5633	Crocosphaera watsonii WH 8501	202
Q4C7P7	Q4C7P7_CROWT	CwatDRAFT_5713	Crocosphaera watsonii WH 8501	1570
Q4C464	Q4C464_CROWT	CwatDRAFT_4145	Crocosphaera watsonii WH 8501	578
Q4C3E2	Q4C3E2_CROWT	CwatDRAFT_3686	Crocosphaera watsonii WH 8501	181
Q4C4J4	Q4C4J4_CROWT	CwatDRAFT_4120	Crocosphaera watsonii WH 8501	323
Q4C911	Q4C911_CROWT	CwatDRAFT_5947	Crocosphaera watsonii WH 8501	1979
Q4C3X6	Q4C3X6_CROWT	CwatDRAFT_3948	Crocosphaera watsonii WH 8501	84
Q4CAL1	Q4CAL1_CROWT	CwatDRAFT_6117	Crocosphaera watsonii WH 8501	181
Q4BVS3	Q4BVS3_CROWT	CwatDRAFT_0743	Crocosphaera watsonii WH 8501	139
Q4C4V2	Q4C4V2_CROWT	CwatDRAFT_4286	Crocosphaera watsonii WH 8501	41
Q4BX49	Q4BX49_CROWT	CwatDRAFT_1898	Crocosphaera watsonii WH 8501	87
Q4BYL5	Q4BYL5_CROWT	CwatDRAFT_1662	Crocosphaera watsonii WH 8501	108
Q4C1J8	Q4C1J8_CROWT	CwatDRAFT_3192	Crocosphaera watsonii WH 8501	226
Q4C5A4	Q4C5A4_CROWT	CwatDRAFT_4304	Crocosphaera watsonii WH 8501	371
Q4C511	Q4C511_CROWT	CwatDRAFT_4400	Crocosphaera watsonii WH 8501	125
Q4C7D4	Q4C7D4_CROWT	CwatDRAFT_5639	Crocosphaera watsonii WH 8501	307
Q4BYT5	Q4BYT5_CROWT	CwatDRAFT_1829	Crocosphaera watsonii WH 8501	325
Q4C1W6	Q4C1W6_CROWT	CwatDRAFT_2883	Crocosphaera watsonii WH 8501	247
Q4CAS7	Q4CAS7_CROWT	CwatDRAFT_6684	Crocosphaera watsonii WH 8501	213
Q4C296	Q4C296_CROWT	CwatDRAFT_3155	Crocosphaera watsonii WH 8501	276
Q4BZB2	Q4BZB2_CROWT	CwatDRAFT_1949	Crocosphaera watsonii WH 8501	230
Q4C191	Q4C191_CROWT	CwatDRAFT_2795	Crocosphaera watsonii WH 8501	178
Q4C5G6	Q4C5G6_CROWT	CwatDRAFT_4538	Crocosphaera watsonii WH 8501	256
Q4BVQ5	Q4BVQ5_CROWT	CwatDRAFT_0909	Crocosphaera watsonii WH 8501	210
Q4C5X9	Q4C5X9_CROWT	CwatDRAFT_4791	Crocosphaera watsonii WH 8501	294
Q4C453	Q4C453_CROWT	vapC CwatDRAFT_3718	Crocosphaera watsonii WH 8501	135
Q4C919	Q4C919_CROWT	CwatDRAFT_5271	Crocosphaera watsonii WH 8501	474
Q4BXP4	Q4BXP4_CROWT	corA CwatDRAFT_1825	Crocosphaera watsonii WH 8501	277
Q4C589	Q4C589_CROWT	CwatDRAFT_4314	Crocosphaera watsonii WH 8501	377
Q4C1P8	Q4C1P8_CROWT	CwatDRAFT_3215	Crocosphaera watsonii WH 8501	311
Q4CAP4	Q4CAP4_CROWT	CwatDRAFT_6100	Crocosphaera watsonii WH 8501	189
Q4BUX6	Q4BUX6_CROWT	CwatDRAFT_0380	Crocosphaera watsonii WH 8501	217
Q4C240	Q4C240_CROWT	CwatDRAFT_2994	Crocosphaera watsonii WH 8501	197
Q4C747	Q4C747_CROWT	CwatDRAFT_5194	Crocosphaera watsonii WH 8501	210
Q4C776	Q4C776_CROWT	CwatDRAFT_4889	Crocosphaera watsonii WH 8501	190
Q4C5E5	Q4C5E5_CROWT	CwatDRAFT_4590	Crocosphaera watsonii WH 8501	2652
Q4BWP9	Q4BWP9_CROWT	CwatDRAFT_0901	Crocosphaera watsonii WH 8501	353
Q4C2S4	Q4C2S4_CROWT	CwatDRAFT_3074	Crocosphaera watsonii WH 8501	435
Q4C515	Q4C515_CROWT	CwatDRAFT_4403	Crocosphaera watsonii WH 8501	158
Q4C5T9	Q4C5T9_CROWT	CwatDRAFT_4767	Crocosphaera watsonii WH 8501	549
Q4C7G6	Q4C7G6_CROWT	CwatDRAFT_5661	Crocosphaera watsonii WH 8501	328
Q4CAX9	Q4CAX9_CROWT	CwatDRAFT_6711	Crocosphaera watsonii WH 8501	89
Q4BUW8	Q4BUW8_CROWT	CwatDRAFT_0219	Crocosphaera watsonii WH 8501	41
Q4BYQ9	Q4BYQ9_CROWT	CwatDRAFT_1908	Crocosphaera watsonii WH 8501	139
Q4BXR3	Q4BXR3_CROWT	CwatDRAFT_1473	Crocosphaera watsonii WH 8501	243
Q4C2P9	Q4C2P9_CROWT	CwatDRAFT_3276	Crocosphaera watsonii WH 8501	292
Q4BVD2	Q4BVD2_CROWT	CwatDRAFT_0444	Crocosphaera watsonii WH 8501	193
Q4CAE4	Q4CAE4_CROWT	CwatDRAFT_6158	Crocosphaera watsonii WH 8501	267
Q4C4C7	Q4C4C7_CROWT	cofH CwatDRAFT_4020	Crocosphaera watsonii WH 8501	383
Q4C181	Q4C181_CROWT	CwatDRAFT_3026	Crocosphaera watsonii WH 8501	368
Q4C795	Q4C795_CROWT	CwatDRAFT_5230	Crocosphaera watsonii WH 8501	969
Q4CAA0	Q4CAA0_CROWT	CwatDRAFT_6186	Crocosphaera watsonii WH 8501	322
Q4C089	Q4C089_CROWT	CwatDRAFT_2586	Crocosphaera watsonii WH 8501	280
Q4C7X4	Q4C7X4_CROWT	CwatDRAFT_5512	Crocosphaera watsonii WH 8501	518
Q4BUV1	Q4BUV1_CROWT	CwatDRAFT_0436	Crocosphaera watsonii WH 8501	144
Q4BZZ6	Q4BZZ6_CROWT	CwatDRAFT_2329	Crocosphaera watsonii WH 8501	231
Q4C5S4	Q4C5S4_CROWT	CwatDRAFT_4466	Crocosphaera watsonii WH 8501	89
Q4C540	Q4C540_CROWT	CwatDRAFT_4418	Crocosphaera watsonii WH 8501	187
Q4C3V7	Q4C3V7_CROWT	CwatDRAFT_3898	Crocosphaera watsonii WH 8501	396
Q4BZ76	Q4BZ76_CROWT	CwatDRAFT_1867	Crocosphaera watsonii WH 8501	113
Q4C4L5	Q4C4L5_CROWT	CwatDRAFT_4205	Crocosphaera watsonii WH 8501	248
Q4C4C3	Q4C4C3_CROWT	chlN CwatDRAFT_4018	Crocosphaera watsonii WH 8501	466
Q4C7Z1	Q4C7Z1_CROWT	CwatDRAFT_5760	Crocosphaera watsonii WH 8501	214
Q4C4H3	Q4C4H3_CROWT	CwatDRAFT_4069	Crocosphaera watsonii WH 8501	58
Q4BX56	Q4BX56_CROWT	CwatDRAFT_0663	Crocosphaera watsonii WH 8501	106
Q4C977	Q4C977_CROWT	CwatDRAFT_5242	Crocosphaera watsonii WH 8501	213
Q4C231	Q4C231_CROWT	CwatDRAFT_3010	Crocosphaera watsonii WH 8501	429
Q4C9Z7	Q4C9Z7_CROWT	ndhI CwatDRAFT_6238	Crocosphaera watsonii WH 8501	196
Q4BXS4	Q4BXS4_CROWT	CwatDRAFT_1309	Crocosphaera watsonii WH 8501	132
Q4BXK0	Q4BXK0_CROWT	CwatDRAFT_1572	Crocosphaera watsonii WH 8501	199
Q4C4I5	Q4C4I5_CROWT	CwatDRAFT_4116	Crocosphaera watsonii WH 8501	454
Q4C9Y2	Q4C9Y2_CROWT	CwatDRAFT_6526	Crocosphaera watsonii WH 8501	305
Q4C9U3	Q4C9U3_CROWT	CwatDRAFT_6511	Crocosphaera watsonii WH 8501	508
Q4C9F0	Q4C9F0_CROWT	CwatDRAFT_6360	Crocosphaera watsonii WH 8501	109
Q4BUD1	Q4BUD1_CROWT	CwatDRAFT_0140	Crocosphaera watsonii WH 8501	113
Q4C5N7	Q4C5N7_CROWT	CwatDRAFT_4492	Crocosphaera watsonii WH 8501	424
Q4C3Y5	Q4C3Y5_CROWT	CwatDRAFT_3961	Crocosphaera watsonii WH 8501	176
Q4C7V9	Q4C7V9_CROWT	CwatDRAFT_5519	Crocosphaera watsonii WH 8501	87
Q4C2D5	Q4C2D5_CROWT	def CwatDRAFT_3502	Crocosphaera watsonii WH 8501	188
Q4BVR2	Q4BVR2_CROWT	CwatDRAFT_0690	Crocosphaera watsonii WH 8501	97
Q4C074	Q4C074_CROWT	CwatDRAFT_2631	Crocosphaera watsonii WH 8501	126
Q4C7L9	Q4C7L9_CROWT	CwatDRAFT_5572	Crocosphaera watsonii WH 8501	410
Q4C8U2	Q4C8U2_CROWT	CwatDRAFT_5915	Crocosphaera watsonii WH 8501	595
Q4C0G1	Q4C0G1_CROWT	CwatDRAFT_2974	Crocosphaera watsonii WH 8501	60
Q4C3P3	Q4C3P3_CROWT	CwatDRAFT_3794	Crocosphaera watsonii WH 8501	494
Q4C7D9	Q4C7D9_CROWT	CwatDRAFT_5644	Crocosphaera watsonii WH 8501	340
Q4C302	Q4C302_CROWT	CwatDRAFT_3850	Crocosphaera watsonii WH 8501	160
Q4C7T6	Q4C7T6_CROWT	CwatDRAFT_5732	Crocosphaera watsonii WH 8501	158
Q4C9N9	Q4C9N9_CROWT	purQ CwatDRAFT_6487	Crocosphaera watsonii WH 8501	227
Q4C062	Q4C062_CROWT	CwatDRAFT_2103	Crocosphaera watsonii WH 8501	409
Q4BYA5	Q4BYA5_CROWT	CwatDRAFT_1555	Crocosphaera watsonii WH 8501	483
Q4C678	Q4C678_CROWT	CwatDRAFT_4695	Crocosphaera watsonii WH 8501	156
Q4C715	Q4C715_CROWT	psaL CwatDRAFT_4915	Crocosphaera watsonii WH 8501	158
Q4C2C1	Q4C2C1_CROWT	CwatDRAFT_3446	Crocosphaera watsonii WH 8501	133
Q4CA35	Q4CA35_CROWT	CwatDRAFT_6558	Crocosphaera watsonii WH 8501	508
Q4C6I0	Q4C6I0_CROWT	CwatDRAFT_5079	Crocosphaera watsonii WH 8501	93
Q4C9V4	Q4C9V4_CROWT	CwatDRAFT_6517	Crocosphaera watsonii WH 8501	182
Q4C895	Q4C895_CROWT	CwatDRAFT_5817	Crocosphaera watsonii WH 8501	89
Q4C3V6	Q4C3V6_CROWT	CwatDRAFT_3899	Crocosphaera watsonii WH 8501	331
Q4BW27	Q4BW27_CROWT	CwatDRAFT_1525	Crocosphaera watsonii WH 8501	181
Q4BZC8	Q4BZC8_CROWT	CwatDRAFT_2527	Crocosphaera watsonii WH 8501	306
Q4C358	Q4C358_CROWT	CwatDRAFT_3528	Crocosphaera watsonii WH 8501	194
Q4C1L5	Q4C1L5_CROWT	CwatDRAFT_3284	Crocosphaera watsonii WH 8501	433
Q4C3G8	Q4C3G8_CROWT	CwatDRAFT_3711	Crocosphaera watsonii WH 8501	664
Q4BYF8	Q4BYF8_CROWT	CwatDRAFT_1324	Crocosphaera watsonii WH 8501	515
Q4C863	Q4C863_CROWT	CwatDRAFT_5796	Crocosphaera watsonii WH 8501	212
Q4BWS3	Q4BWS3_CROWT	CwatDRAFT_1463	Crocosphaera watsonii WH 8501	231
Q4C837	Q4C837_CROWT	CwatDRAFT_5474	Crocosphaera watsonii WH 8501	95
Q4C192	Q4C192_CROWT	CwatDRAFT_2793	Crocosphaera watsonii WH 8501	391
Q4C8M7	Q4C8M7_CROWT	CwatDRAFT_5364	Crocosphaera watsonii WH 8501	168
Q4C847	Q4C847_CROWT	CwatDRAFT_5470	Crocosphaera watsonii WH 8501	139
Q4BVI8	Q4BVI8_CROWT	CwatDRAFT_0628	Crocosphaera watsonii WH 8501	174
Q4BW53	Q4BW53_CROWT	CwatDRAFT_0995	Crocosphaera watsonii WH 8501	143
Q4C2A7	Q4C2A7_CROWT	ychF CwatDRAFT_3426	Crocosphaera watsonii WH 8501	363
Q4C910	Q4C910_CROWT	CwatDRAFT_5276	Crocosphaera watsonii WH 8501	271
